student_id,name,present_address,permanent_address,age,gender,club_membership,father_id,mother_id
7921,Jason Schneider,"7814, Jon Mountain, North Donnaborough, Brownshire, Texas","061, Farmer Motorway, West Alexandermouth, Williamston, Indiana, Oklahoma",28,Female,No,7921,7921
7922,Ryan Smith,"13352, Donna Walk, East Gregoryside, Port Paul, Mississippi","520, Catherine Street, North Sarah, Anthonyburgh, Rhode Island, Idaho",24,Male,Yes,7922,7922
7923,Katrina Woodard,"08028, Mark Parkways, West Barryborough, West Cherylborough, Hawaii","40051, Hannah Junction, Rodriguezville, North James, Wyoming, Nevada",25,Female,Yes,7923,7923
7924,Kristin Murray,"967, Compton Island, Port Patrick, South Matthewhaven, Virginia","243, Kelly Crossroad, South Joseph, Port Yvonne, Michigan, Idaho",27,Female,Yes,7924,7924
7925,Chelsea Ball,"630, Larry Lock, Deannaberg, Lake Adriana, Massachusetts","5749, Wall Trace, Saratown, New Clifford, Nebraska, California",28,Male,Yes,7925,7925
7926,Laura Gibson,"54778, Tucker Fords, Lake Tony, North Jamie, Ohio","5217, Michael Turnpike, East Albertshire, Palmerburgh, Oklahoma, Maryland",20,Female,Yes,7926,7926
7927,Matthew Gonzalez,"8040, Madison Cape, Christinaborough, Port Edward, Texas","96221, Williams Cliffs, South Jenny, East Jeffburgh, Louisiana, Wisconsin",23,Female,No,7927,7927
7928,William Gray,"03006, Chelsea Island, New Robertoberg, North Elizabethfort, Wyoming","5069, Maria Fort, New Kevin, North Christopherville, Massachusetts, Alaska",26,Male,No,7928,7928
7929,Jason Macias,"90254, Tucker Underpass, Toddland, New Catherineborough, California","5433, Laura Lodge, Burnettbury, Johnstad, Hawaii, Wisconsin",30,Female,No,7929,7929
7930,Michael Smith,"753, David Ramp, North Melissa, Port Benjamin, Alaska","1568, Holt Point, Lake Bruceville, Port Patrick, Alaska, Michigan",23,Female,Yes,7930,7930
7931,Alexis Byrd,"56022, Gabriel Drive, South Caitlin, West Tylerview, Wyoming","38168, French Mount, Amyfort, East Aaron, North Dakota, California",29,Male,Yes,7931,7931
7932,Stacy Leonard,"119, Williams Island, Hernandezshire, Gonzalezmouth, Washington","82052, Diana Key, Lorifurt, East Deniseton, Kansas, New York",24,Male,Yes,7932,7932
7933,Sandra Cortez,"02195, Gardner Ridges, Dawnfort, Dannyburgh, Iowa","37812, Kellie Plaza, Nicolefort, Melissafort, California, Arkansas",23,Male,Yes,7933,7933
7934,Jennifer Banks,"72992, Mark Circles, Millerborough, South David, Nebraska","020, Scott Flats, Lake David, Tranville, Missouri, Wisconsin",29,Male,Yes,7934,7934
7935,Melissa Goodwin,"63033, Jennifer Fords, Vincentville, North Henryberg, Illinois","68628, Dawson Streets, Anitaton, Robertfort, North Carolina, West Virginia",29,Female,No,7935,7935
7936,James Rogers,"27048, Tasha Fork, New Elizabethport, East Stephen, South Dakota","48075, Fletcher Corners, Thomasfurt, Williamsontown, South Dakota, New Mexico",22,Male,Yes,7936,7936
7937,Matthew Phillips,"56268, Michael Terrace, Tuckerport, Sergioview, Tennessee","788, Zimmerman Fields, Meyerton, Bellborough, Hawaii, Missouri",23,Female,Yes,7937,7937
7938,Steven Rogers,"3273, Sharon Rue, Daltonmouth, Brittanyville, Kansas","8262, Lisa Meadows, West Nancyview, Davisborough, Colorado, Tennessee",26,Male,Yes,7938,7938
7939,Darryl Jackson,"2408, Hayes Mill, Allenland, Donaldfort, Texas","91141, Kent Station, West Bobbyville, Lake Christina, Michigan, Montana",23,Male,No,7939,7939
7940,Carla Martin,"32101, Rodriguez Harbor, Jeffreyville, Lake Courtney, South Dakota","9054, Lindsay Glen, New Jessicatown, Joshuahaven, New Hampshire, Montana",26,Female,Yes,7940,7940
7941,Shirley Alvarado,"75142, Knapp Stravenue, West Madison, Oliviabury, Massachusetts","56444, Campbell Coves, Edwardsshire, New Karenview, California, Maine",30,Male,No,7941,7941
7942,Michael Knight,"918, Wilson Trace, Port Michael, Nathanville, Oregon","55231, Brewer Port, Aprilborough, Espinozachester, West Virginia, New Hampshire",20,Male,Yes,7942,7942
7943,Carolyn Horton,"717, Cole Burgs, New Adrianside, Carolhaven, Minnesota","626, Heather Cliffs, New Pamela, West Barbaratown, Hawaii, Colorado",23,Male,Yes,7943,7943
7944,Anthony Miller,"85558, Porter Lane, Aprilchester, South Christopher, Maine","746, Vazquez Trace, Port Thomasport, South Christopherland, Vermont, Maine",20,Female,No,7944,7944
7945,Christy Hernandez,"829, Mullins Way, Choishire, Pooleton, New York","848, Shannon Port, Cobbfort, Connieside, Idaho, Oregon",30,Female,Yes,7945,7945
7946,Cheryl White,"60538, Padilla Lane, Port April, Ericksonland, Minnesota","02188, Mckay Isle, Judytown, Port Lisa, Minnesota, Oregon",20,Male,No,7946,7946
7947,Jason Smith,"5117, Scott Road, North Richardmouth, South Amyberg, Arkansas","430, David Manors, West Sara, Edwintown, New Hampshire, Oregon",30,Male,Yes,7947,7947
7948,Shawn Kirby,"9504, Tony Plain, East Claudia, Lake Susan, North Carolina","867, Smith Knoll, Port Steven, Lake Vickieland, Wyoming, New Jersey",20,Male,No,7948,7948
7949,Joshua Stewart,"88096, Lee Street, Doughertyville, Bensonborough, Idaho","5252, Joseph Rapids, New Stacey, Hollyport, Ohio, Alabama",28,Male,Yes,7949,7949
7950,Roy Foster,"803, Donna Shoal, West Ann, South Johnny, South Dakota","4706, Devin Estates, Margaretburgh, North Adam, Connecticut, Connecticut",25,Female,No,7950,7950
7951,Jennifer Mcbride,"9647, Alison Points, West Johnton, Josephmouth, Illinois","2757, Elaine Mountains, East Carolynland, East Kennethport, Kansas, New Mexico",29,Female,Yes,7951,7951
7952,Joseph Bell,"8443, Larry Squares, New Stacy, Jamesstad, Alabama","4876, Colleen Parks, Dillonchester, Torresbury, Arizona, Montana",25,Male,Yes,7952,7952
7953,Michael Lewis,"9434, Baker Mews, Combsmouth, Johnsonhaven, New Mexico","8271, Marilyn Overpass, New Barbara, East Melissafurt, Kansas, New Hampshire",28,Female,No,7953,7953
7954,Robert Hernandez,"068, Brenda Shore, South Jodyview, East Jonathanbury, Maine","25612, Victoria Junction, Port Timothy, New Markbury, Florida, Minnesota",25,Female,No,7954,7954
7955,Mitchell Sanchez,"6983, Fleming Trace, East Joshuabury, Jamesview, Tennessee","0592, Oneill Wall, Sandersberg, North Timothy, North Dakota, Arizona",26,Male,Yes,7955,7955
7956,Mark Watson,"3916, Felicia Rest, Gavinside, Samuelchester, Illinois","76305, Collins Harbor, East Ronald, Nathanburgh, Ohio, Texas",22,Female,No,7956,7956
7957,Karen White,"7513, Potts Loop, Matthewsshire, East Paul, Michigan","212, Sellers Throughway, Adamborough, Lake Mitchellborough, Delaware, Arkansas",19,Male,Yes,7957,7957
7958,Elizabeth Allen,"8984, Donald Lights, Figueroatown, Michaelshire, New Mexico","1466, Stephen Village, Heidichester, Lake Michaeltown, Indiana, Alabama",24,Female,No,7958,7958
7959,John Jones,"9979, Daniel Mission, New Steven, Jenniferton, Virginia","577, Campbell Points, Markhaven, Port Lori, Colorado, Arizona",18,Male,Yes,7959,7959
7960,Timothy Jackson,"0677, Hunter Lock, Davisview, West Michael, Georgia","73124, Darrell Skyway, East Brittanyburgh, Lake Sarah, Utah, Wisconsin",26,Male,No,7960,7960
7961,Peter Bennett,"80018, Cory Springs, Port Katrina, Brownburgh, Louisiana","13729, Justin Courts, South Tracyhaven, Moraleston, Delaware, Nebraska",26,Female,Yes,7961,7961
7962,Kelly Green,"5864, Rodriguez Drive, West Dorisburgh, Kevinbury, Idaho","0231, Kimberly Avenue, Lake Luis, Darlenefort, West Virginia, Pennsylvania",29,Female,No,7962,7962
7963,Darryl Walters,"03591, Barr Cove, Lake Scott, South Bradleyhaven, Ohio","07969, Ward Shores, Lake Amyfurt, West Michelle, Montana, Missouri",25,Male,No,7963,7963
7964,Laura Bauer,"5576, Callahan Crescent, South Samantha, North Alejandro, Oregon","38948, Andrew Shores, Tatemouth, Dianashire, Massachusetts, Montana",26,Male,No,7964,7964
7965,Nicholas Carter,"0348, West Square, Mariafurt, Port Darrellside, New Hampshire","8399, Goodman Ford, Wilsonport, Leslieview, Maryland, Michigan",20,Female,Yes,7965,7965
7966,Jason Daniels,"5497, Maldonado Way, Deniseburgh, North Sarah, New Mexico","05875, Rangel Hollow, West Gabrielleside, Port Douglasfort, Alabama, Massachusetts",26,Male,No,7966,7966
7967,Sonya Bishop,"6972, Becky Orchard, Josephberg, Port Matthewbury, Mississippi","11627, Waller Trail, South Erikbury, Nguyenchester, South Dakota, Indiana",27,Female,Yes,7967,7967
7968,Robert Taylor,"78824, Deleon Shoals, South Pamelaview, East Dawnview, Vermont","41160, Ward Shore, Lake Caroline, Paulfort, Alabama, South Dakota",28,Female,No,7968,7968
7969,Gary Collins,"918, Adams Canyon, Scottmouth, West Joshuaborough, Nebraska","9904, Graves Fields, Mitchellstad, New Paul, Illinois, Arizona",19,Female,Yes,7969,7969
7970,Billy Day,"86843, Wells Plain, East Paulastad, Staceymouth, Utah","2292, Hayden Garden, West Douglasbury, Gardnermouth, Ohio, Indiana",21,Male,Yes,7970,7970
7971,David Castillo,"85635, Reid Forge, New Corey, Howardport, Florida","5412, Thomas Street, Jessicafurt, New Lisa, Mississippi, Indiana",27,Male,Yes,7971,7971
7972,Lisa Taylor,"69970, Salinas Fords, West Loribury, Karlaburgh, Oklahoma","98588, Mcmillan Stream, North Dawnland, South Nancy, Tennessee, Oklahoma",27,Male,No,7972,7972
7973,Matthew Stevenson,"4803, Peters Gateway, Hernandezport, North Tammyfurt, Texas","131, Sean Street, New Jamesbury, New Emily, Michigan, Maine",27,Male,No,7973,7973
7974,Dennis Sanders,"3061, Robert Radial, North Derek, Port Ricky, Maine","833, Melanie Point, Danielleland, Lake Aliciaside, Minnesota, New Jersey",18,Female,Yes,7974,7974
7975,Michael Padilla,"5771, Annette River, Williamton, East Erin, Connecticut","39178, Elizabeth Valley, Jamesville, Port Tristan, Delaware, Tennessee",21,Female,No,7975,7975
7976,Robert Ryan,"514, Shelton Green, Mendezville, New Johntown, North Carolina","2166, Anderson Turnpike, Wilsonton, Port Anna, Rhode Island, New Hampshire",18,Female,Yes,7976,7976
7977,Margaret Tanner,"5976, Garrison Square, Westshire, South Michaelmouth, Ohio","925, Christensen Lock, Port Crystal, Lake Angelahaven, Nevada, Connecticut",20,Male,Yes,7977,7977
7978,Katherine Hall,"7803, Allen Expressway, Rodgerston, Kimside, South Carolina","99762, Wilson Manors, Lake Melanie, Madelineville, Maine, Wyoming",20,Female,Yes,7978,7978
7979,Eric Delacruz,"41747, Taylor Cliff, Wisestad, West Michael, Arkansas","77988, Schmidt Creek, Huntview, East Melanie, Indiana, Virginia",21,Female,No,7979,7979
7980,Zachary Brown,"860, Garcia Court, Murphyville, Paulfort, Rhode Island","75111, Sarah Shore, Powellfurt, Coopermouth, Texas, Nebraska",24,Male,No,7980,7980
7981,Andrew Schultz,"58771, Gordon Lake, Port Juliamouth, Austinside, Massachusetts","8731, Lisa Stravenue, Lake Patrick, Wangland, Delaware, Virginia",27,Female,No,7981,7981
7982,Jonathan Stewart,"1031, Kim Trail, Mirandaport, South Ronald, Virginia","06570, Huffman Parkway, Harrellfort, Clarkbury, Arkansas, Minnesota",25,Female,No,7982,7982
7983,Daniel Rowe,"510, Henderson Forges, North Ronald, Jenkinsmouth, West Virginia","3114, Richard Mountains, West Tylerfort, Williamsport, Ohio, Vermont",21,Male,No,7983,7983
7984,Gabriel Carter,"315, Kyle Circle, Landryton, North Karenmouth, Kentucky","98064, Michele Rapids, Hallton, South Zacharyland, Montana, West Virginia",28,Male,No,7984,7984
7985,Mr. Raymond Carter,"3608, Melissa Throughway, Leeborough, Lake Tonyaburgh, Hawaii","783, Peterson Port, Robertport, Susanmouth, South Dakota, Michigan",29,Male,Yes,7985,7985
7986,Jennifer Wilson,"135, Gonzalez Landing, Sandrachester, Port Joshua, Indiana","869, Richard Shore, Nielsenfurt, East Tracystad, Texas, Louisiana",20,Male,No,7986,7986
7987,Katherine Hansen,"599, Timothy Burg, Tanyaport, West Thomasport, Pennsylvania","4561, Peterson Parkways, Sharonhaven, West Sarah, Oklahoma, Georgia",19,Male,Yes,7987,7987
7988,Ellen Burke,"182, Kyle Loop, West Michaelville, Robertville, Colorado","45616, James Glen, West Michaelshire, East Andrew, Oklahoma, Alaska",28,Male,Yes,7988,7988
7989,Jonathan Rangel,"5992, Stephanie Club, Hallhaven, North Brian, Oregon","24517, Clay Lakes, Port Sharonfurt, Howardport, Mississippi, Mississippi",20,Male,Yes,7989,7989
7990,Anthony Shelton,"8687, Brandy Plains, Jacobport, East Sara, West Virginia","1590, Turner Via, East Todd, Lake Tara, Illinois, Connecticut",25,Female,Yes,7990,7990
7991,David Holmes,"5123, Joseph Garden, Carterland, East Patrick, Virginia","7812, Henderson Mountain, Obrienmouth, Russellland, New Mexico, Pennsylvania",19,Female,Yes,7991,7991
7992,Nathan Williamson,"7284, David Lakes, Whiteside, New Seanborough, Georgia","367, Michael Rue, Gonzalezmouth, Chapmanside, Vermont, Massachusetts",20,Female,Yes,7992,7992
7993,Nathan Guzman,"27192, Jordan Flats, East Robertview, North Kaylee, Tennessee","7265, Beverly Stravenue, Kennethport, New Rita, Tennessee, Virginia",18,Male,No,7993,7993
7994,Valerie Donovan,"023, Troy Land, Guerratown, Frankborough, Utah","3200, Rodney Turnpike, New Rachelville, Hermanborough, Minnesota, Louisiana",28,Female,Yes,7994,7994
7995,Alexandra Ware,"202, Joshua Port, Nicholasside, West Amber, Washington","9477, Tyler Cape, Gomezland, East Kevinstad, Tennessee, New York",19,Male,Yes,7995,7995
7996,Dr. Wesley Walker,"815, Morgan Orchard, Millerborough, New Thomas, Colorado","9927, Zachary Inlet, North Markburgh, Port Shaunport, Alaska, West Virginia",29,Male,No,7996,7996
7997,Dr. Harold Hood,"80755, Toni Key, Port Kenneth, New Vanessa, South Dakota","77064, Eric Turnpike, New Alexanderside, Port Davidland, North Dakota, Colorado",28,Female,No,7997,7997
7998,Christine Pitts,"015, Lauren Branch, Jesseland, Carolynside, Utah","403, Brett Oval, Grahamland, Jonesburgh, Alaska, Georgia",29,Male,No,7998,7998
7999,Debra Burke,"325, Arellano Bypass, East Keith, North Paula, Wisconsin","7647, Cindy Estates, Shawfurt, Port Monicabury, South Dakota, Kansas",24,Female,Yes,7999,7999
8000,Paul Bean,"5358, Villarreal Fall, Claytonbury, Bakermouth, Florida","5503, Curtis Dam, West Kelseyfurt, Port Jonathan, Delaware, Alabama",25,Male,No,8000,8000
8001,Andrea White,"468, Smith Shoals, Matthewbury, New Jessicashire, New York","216, Kari Meadows, Michealfurt, Kimberlystad, Connecticut, Illinois",25,Female,No,8001,8001
8002,Lisa Soto,"2025, Hurst Haven, Lake Alyssa, Rachelshire, New Jersey","8035, Williams Hills, Burgesschester, West Williamville, South Dakota, New Hampshire",30,Male,Yes,8002,8002
8003,Amanda Clark,"909, Sarah Stravenue, Jonesburgh, Yatesfurt, Colorado","0838, Thomas View, East Joyceport, South Ryanland, Indiana, West Virginia",18,Female,No,8003,8003
8004,Troy Murray,"7551, Jasmine Hill, South David, Danielmouth, Georgia","4115, Martin Stream, Brownborough, Lake April, New Jersey, Indiana",21,Female,No,8004,8004
8005,Erica Dean,"766, Marquez Light, West Markton, Jessicaside, Kentucky","283, Kelly Island, Chasefort, North Lisaville, Maine, Iowa",29,Female,No,8005,8005
8006,Catherine Tanner,"6076, Bryan Light, Karashire, North Laurastad, Michigan","8587, Frederick Parks, Patrickborough, Timothymouth, North Carolina, Tennessee",26,Male,No,8006,8006
8007,Kevin Woods,"41188, Brian Lights, Zunigaview, Pricechester, New Jersey","61066, Owens Walk, Port Jennifer, Jacksonville, Utah, Missouri",20,Female,Yes,8007,8007
8008,Alexander Wiley,"199, Rodriguez Island, Paulville, Youngburgh, Maryland","24228, Russell Circles, North Juanville, South Candiceton, South Carolina, New York",18,Female,Yes,8008,8008
8009,Stephanie Ortiz,"03885, Hannah Glen, New Susanmouth, East Ashleyport, New Mexico","009, Thomas Lane, Karenton, Port Kennethbury, New Hampshire, South Dakota",21,Female,No,8009,8009
8010,James Ray,"1756, Ryan Center, West Michael, Jameston, New Mexico","26044, Nelson Track, Georgestad, West Lee, Wyoming, Utah",23,Female,Yes,8010,8010
8011,Stacey Miller,"6956, Diana Islands, Fernandohaven, Rojasside, South Carolina","3935, Michelle Bypass, North Matthew, Henryview, Michigan, Pennsylvania",26,Male,No,8011,8011
8012,Angela Johnson,"651, Melanie Ferry, Myerstown, Marcushaven, Vermont","355, Jennifer Shores, Manninghaven, West Christopher, California, Oregon",19,Female,Yes,8012,8012
8013,Andrea Underwood,"0074, Moyer Hollow, West Jessicahaven, Lake Joseph, Arizona","664, Le Square, Evansmouth, Lake Kristen, West Virginia, Massachusetts",29,Male,Yes,8013,8013
8014,Kayla Armstrong,"13636, Chavez Harbors, North Monicaberg, Stephenport, Nevada","3042, Hunter Village, Patrickshire, Lake Darryl, Colorado, New Hampshire",30,Female,Yes,8014,8014
8015,Hannah Phillips,"9482, Samantha Port, East Angela, East Carriefurt, Arizona","20994, Davis Courts, East Johnberg, Harrisshire, South Dakota, Oregon",24,Male,No,8015,8015
8016,Angela Smith,"1111, Susan Landing, Cassandratown, North Rebeccaview, Arizona","9585, Madison Station, Hoffmanborough, North Nicholasville, Wyoming, Nebraska",18,Male,No,8016,8016
8017,Amber Sullivan,"2793, David Row, Zunigamouth, Marytown, Oklahoma","54245, Jessica Canyon, East Alan, Sotofort, California, New Mexico",21,Female,Yes,8017,8017
8018,Christopher Schroeder,"8115, Edward Village, New Joshua, Larryland, Kansas","33629, Rhodes Valley, West Angel, Foleyburgh, Hawaii, West Virginia",24,Female,No,8018,8018
8019,Harry Manning,"174, Eric Green, South Andrealand, North Kurt, Tennessee","492, Michael Road, Thompsonberg, Rushchester, California, Texas",23,Female,Yes,8019,8019
8020,Austin Rivera,"8237, Bryan Keys, Hamiltonville, Nancyhaven, Nevada","4934, Clark Key, New Jennifermouth, East Corey, Montana, Mississippi",27,Female,No,8020,8020
8021,Scott Martinez,"9408, Gay Ford, Warrenhaven, Julieview, Alabama","044, Serrano Center, New Christopher, New Justinmouth, Wyoming, New Jersey",18,Female,Yes,8021,8021
8022,Joy Mathis,"3185, Mark Orchard, East John, South Rebecca, Maine","025, Weiss Park, Timothyborough, Joannetown, Louisiana, Oregon",25,Female,Yes,8022,8022
8023,Wanda Bush,"2004, Cheryl Harbor, East Jackson, South Edward, South Dakota","03675, Benjamin Gardens, Richardchester, Williamston, Illinois, Rhode Island",21,Male,Yes,8023,8023
8024,Marissa Shaw,"020, Sandra Ford, Christophermouth, New Matthew, Pennsylvania","2436, Janice Run, East Brenda, New Brian, Alaska, Georgia",18,Female,Yes,8024,8024
8025,Tara Hansen,"9484, Shah Village, Lake Jamesland, East Jasonland, Ohio","399, Dakota Park, New Mitchell, West Daniel, Nebraska, Massachusetts",24,Female,Yes,8025,8025
8026,Anne Gibson,"365, Davis Crest, Cassidyberg, Collinston, New Mexico","4978, Jeremy Trail, Danielberg, Leeborough, Wyoming, Wisconsin",22,Female,Yes,8026,8026
8027,Christopher Velasquez,"822, Burton Walks, North Lisaside, Kelleyfort, New Mexico","395, Duane Drive, Stevensonborough, Robertstad, Missouri, Ohio",21,Female,No,8027,8027
8028,Catherine Davis,"10311, Emily Stravenue, Steventon, Sarabury, Missouri","0703, Hutchinson Route, Hughesborough, Trevortown, Arizona, Michigan",29,Male,No,8028,8028
8029,Jorge Cook,"4325, Ruiz Skyway, North Michellefort, Cruzmouth, Virginia","38552, Scott Islands, Wendymouth, Pedrofort, Delaware, Texas",23,Male,No,8029,8029
8030,Rachel Brown,"41735, Johnson Squares, North Kellybury, North Bob, New Mexico","062, Abbott Isle, Charlesland, Christinaton, Illinois, New York",23,Male,Yes,8030,8030
8031,Keith Frazier,"18347, Perkins Plains, New Wesley, South Paulatown, Minnesota","13987, Silva Cove, Port Vincent, Lake Meganside, Utah, Texas",21,Male,Yes,8031,8031
8032,Patricia Jones,"5823, Jessica Meadows, Helenville, Port Jacquelinefurt, Minnesota","290, Joseph Greens, Gutierrezmouth, Ericaville, North Carolina, North Dakota",18,Male,Yes,8032,8032
8033,Sara Green MD,"93416, Tyler Cape, Lake Bridgetton, Alyssamouth, Florida","674, Sweeney Square, Kennethmouth, New Jacobchester, Alaska, Missouri",20,Male,Yes,8033,8033
8034,Kevin Page,"7367, Sims Junction, South Deborah, Garrettburgh, New Hampshire","55670, Becker Camp, Bryanfort, Gregoryfort, North Carolina, Tennessee",19,Female,Yes,8034,8034
8035,Kimberly French,"532, Smith Fort, East Veronica, East Nicole, West Virginia","825, Sanders Place, Port Jacob, New Angelaport, Montana, Vermont",26,Female,Yes,8035,8035
8036,Amber James,"939, Ramirez Stream, Ashleymouth, West Huntertown, West Virginia","73364, Thomas Ville, Brownside, Singhfort, New York, Alaska",19,Male,No,8036,8036
8037,Gabrielle Martinez,"66103, Reynolds Orchard, Thomasburgh, East Jessica, Missouri","35568, Edwards Falls, North Brooke, New Heatherberg, Arkansas, Washington",22,Male,No,8037,8037
8038,Abigail Green,"563, Alexandria Light, East Victor, Craigfurt, Vermont","876, Mike Well, Port Debra, Chandlerfort, Indiana, Massachusetts",26,Male,Yes,8038,8038
8039,Nathaniel Wilson,"26513, Evans Squares, Lake Gary, Cooperhaven, New Hampshire","18270, Delgado Forks, Wagnerport, Elizabethtown, Colorado, Arkansas",24,Female,Yes,8039,8039
8040,Scott Anderson,"57831, Brian Locks, Lauraville, West Kiarahaven, North Carolina","36589, Davis Overpass, West Travisborough, New Dianachester, Washington, South Carolina",27,Male,No,8040,8040
8041,Brent Smith,"32393, Bradley Parkway, South Denisemouth, New Patty, North Carolina","68669, Cynthia Keys, West Jessica, Port Davidmouth, Missouri, Montana",30,Female,No,8041,8041
8042,Anne Li,"5183, Jason Estate, Delgadofort, West Davidton, Hawaii","606, Derrick Cliff, Gallegosport, South Laurenton, Alaska, Connecticut",18,Female,No,8042,8042
8043,Kevin Brown,"8965, Sanders Estates, Brendaberg, Lake Lori, Florida","84105, Kelly Causeway, Larryhaven, North Alicia, Wyoming, Maine",27,Male,Yes,8043,8043
8044,Robert Austin,"175, Emily Junctions, Spencermouth, Port Melindaborough, Vermont","04862, Gilbert Views, Marissaton, North Jamesville, Oregon, Maine",27,Female,No,8044,8044
8045,James Bautista,"31287, Gutierrez Forks, West Crystal, Estesstad, Utah","6865, Hamilton Highway, Wareton, East Gregory, Colorado, Maine",21,Male,Yes,8045,8045
8046,Natalie Nguyen,"75246, Joseph Mills, Kimberlymouth, Robertschester, Wisconsin","288, Roth Spurs, New Jamesview, Port Gloriashire, California, North Dakota",27,Female,Yes,8046,8046
8047,Isabella Dunn MD,"014, Mark Village, West Jeanettehaven, South Grantmouth, Michigan","4312, Laura Springs, East Emily, North Rachel, Oklahoma, Utah",28,Female,Yes,8047,8047
8048,Melissa Jackson,"3759, Shepard Station, Leeland, Alexanderport, Kansas","216, Diane Crossroad, Hallmouth, Lake Zachary, Arkansas, Nebraska",18,Female,No,8048,8048
8049,Austin Hoffman DDS,"98709, Hernandez Rue, Davidmouth, South John, Alabama","973, Brooke Falls, Kevinshire, Lake Angela, Georgia, Virginia",28,Male,No,8049,8049
8050,Lisa Chavez,"723, Chen Street, Smithview, East Daniel, Wisconsin","919, Barry Pass, East Daniel, Lake Jasonmouth, New York, Ohio",30,Male,No,8050,8050
8051,Robert Cox,"6132, Hall Forks, Gonzalezbury, Terryport, Missouri","4542, Colon Tunnel, Leonardland, North Jeffreyborough, Florida, New Mexico",25,Male,Yes,8051,8051
8052,Tanya Moore,"09660, Steven Station, Port Chelsea, Brockstad, Mississippi","0889, Phillip Camp, New Douglasburgh, Lake Alexis, Maryland, Ohio",22,Male,No,8052,8052
8053,Natalie Guerrero DDS,"1384, Smith Island, New Jayshire, South Tracyfurt, Nevada","099, Tammy Lodge, Port Brianmouth, West Dylan, North Dakota, Minnesota",22,Female,No,8053,8053
8054,Shawn Miller,"8669, Edward Trail, Brownshire, Port Samuelfurt, Vermont","23407, Nathan Isle, Velazquezfurt, East Larryburgh, Washington, Wyoming",25,Female,No,8054,8054
8055,Christina Frazier,"784, Bonilla Courts, West Jennifer, Paulshire, New Mexico","2012, Mary Landing, New Coryshire, North Kennethfort, Louisiana, Ohio",28,Male,No,8055,8055
8056,Shawn Whitaker,"299, Chang Isle, Marshallside, South Ann, South Dakota","46296, Christopher Turnpike, Lake Kevinbury, Rachelfort, Alabama, Massachusetts",26,Female,Yes,8056,8056
8057,Sheena Hernandez,"886, Robert River, New Thomas, Jessicaport, Tennessee","4880, Holt Junctions, Jenniferville, East Jenniferhaven, Kansas, South Dakota",20,Male,No,8057,8057
8058,Eric Lawrence,"1579, Diana Harbor, West Annastad, Port Ericaland, Missouri","20363, Christopher Cliffs, East Manuel, Caldwellmouth, Oregon, Maine",28,Male,Yes,8058,8058
8059,Richard Martinez,"13262, Kelsey Centers, Sergioton, Port Gina, South Dakota","926, Kristin Trace, Pattersonchester, Douglaston, West Virginia, Vermont",29,Female,Yes,8059,8059
8060,John Martinez,"846, Fuller Pine, Barryborough, Lake Sherrybury, California","0381, Thomas Motorway, South Bryanshire, West Timothy, Hawaii, Missouri",23,Male,No,8060,8060
8061,Alyssa Martin,"237, Roth Fort, Andrewville, Bradleyberg, North Dakota","170, Garcia Fork, Williamsfort, Coxbury, Mississippi, California",28,Male,No,8061,8061
8062,Raymond Johnson,"1637, Sara Drive, Zhangport, Brownfurt, Virginia","41249, Guzman Rapid, Bryantchester, Wattstown, Oregon, Maryland",18,Female,No,8062,8062
8063,Dr. Dawn Mitchell MD,"36562, Ross Port, Sarahton, Lake Amy, Florida","0569, Lynch Curve, New Laurachester, Maryburgh, Kentucky, Idaho",18,Male,No,8063,8063
8064,Melissa Jones,"695, Johnston Route, Port Lisa, South Michael, Wyoming","826, Derek Plaza, Port Edgar, East Kevin, New York, North Carolina",24,Female,No,8064,8064
8065,Andrea Powell,"298, Rogers Islands, Davidsontown, Hillbury, Montana","3771, Love Row, Port Shaunshire, South Scott, Alabama, Hawaii",21,Female,Yes,8065,8065
8066,Patricia Moore,"17468, Leslie Lodge, Davidport, West John, Georgia","94414, Thomas Loaf, Nashfurt, Port Johnside, Michigan, Arkansas",19,Male,No,8066,8066
8067,Michael Delgado,"46633, Maria Plaza, Alexstad, North Stevenfurt, Vermont","2961, Rebecca Hill, Lake Zacharytown, East Sharon, Oregon, California",27,Male,Yes,8067,8067
8068,Matthew Watson,"09539, Silva Freeway, Hendersonstad, New Steven, Alabama","30493, Christopher Tunnel, West Christinafurt, Greenstad, New Hampshire, Florida",19,Male,No,8068,8068
8069,Nicole Davis,"382, Orozco Forest, Bartlettville, Lauriechester, Rhode Island","23405, Nicole Forge, North Nancymouth, Andrewsburgh, Georgia, Tennessee",21,Female,No,8069,8069
8070,Sandra Morgan,"4392, Haley Keys, Jonathanfurt, Travisport, North Dakota","581, Justin Ford, Vincentland, Rebeccafort, Idaho, Alabama",30,Male,No,8070,8070
8071,Bruce Jennings,"12470, Christopher Field, Bauerfort, Jeffreyborough, Arizona","136, Porter Mountains, North Loganhaven, Amyland, Alaska, Georgia",25,Female,No,8071,8071
8072,Selena Sandoval,"456, Aaron Isle, East Johnberg, North Andrea, Illinois","02078, Bridges Freeway, New Bianca, Jorgefort, Maryland, Nebraska",26,Male,No,8072,8072
8073,Abigail King,"4795, Miranda Pine, Port Justin, North Katie, Colorado","78853, Karen Highway, Brownfurt, South Andreamouth, Delaware, Texas",26,Male,Yes,8073,8073
